Customer Name,Customer Address,Product Name,Color,Material,Category,Total Quantity Sold,Inventory (Stock),Price (Before GST),GST Amount,Discount (%),Profit,Total Price (With GST),Transaction Date,Year,Month,Day
Jagvi Jaggi,"Saket, Delhi - 110072",Dressing Table,Yellow,Iron,Dressing Table,6,7,45236,3740,10,4708,44078.4,2024-01-23,2024,1,23
Oeshi Saxena,"Dwarka, Delhi - 110035",Sofa,White,Iron,Sofa,9,13,41852,4604,15,5880,39487.6,2023-01-08,2023,1,8
Samaksh Nadig,"Janakpuri, Delhi - 110097",Bed - Single Bed,Blue,Wood,Bed,7,19,18589,3140,15,9369,18469.65,2020-12-13,2020,12,13
Rajeshri Das,"Holambi, Delhi - 110097",Cooler,Red,Glass,Cooler,5,24,10400,688,5,8770,10533.6,2023-11-24,2023,11,24
Viraj Andra,"Pranshant Vihar, Delhi - 110075",Bed - Single Bed,Brown,Metal,Bed,1,4,23802,3290,10,6068,24382.8,2022-06-30,2022,6,30
Vincent Malhotra,"Holambi, Delhi - 110052",Bed - Single Bed,Green,Metal,Bed,10,17,13509,2797,20,9878,13044.8,2024-05-27,2024,5,27
Lopa Atwal,"Shalimar Bagh, Delhi - 110078",Cupboard,Brown,Iron,Cupboard,7,24,16698,2246,10,1882,17049.6,2024-11-26,2024,11,26
Oviya Sarna,"Alipur, Delhi - 110054",Cooler,Blue,Plastic,Cooler,4,13,8117,3140,15,3163,9568.45,2022-09-05,2022,9,5
Jeet Kade,"Pranshant Vihar, Delhi - 110081",Mattress,Brown,Iron,Mattress,3,14,20637,3669,20,7054,19444.8,2024-12-21,2024,12,21
Falguni Barad,"Pranshant Vihar, Delhi - 110064",Dressing Table,Brown,Iron,Dressing Table,8,20,46688,1207,10,1480,43105.5,2021-11-11,2021,11,11
Anika Wali,"Narela, Delhi - 110035",Mattress,Yellow,Wood,Mattress,10,25,28580,2301,5,9535,29336.95,2023-12-19,2023,12,19
Wriddhish Sanghvi,"Janakpuri, Delhi - 110098",Sofa,Grey,Iron,Sofa,9,13,36744,4186,5,4594,38883.5,2023-12-29,2023,12,29
Jalsa Prakash,"Pitampura, Delhi - 110009",Cooler,Grey,Board,Cooler,9,27,17760,4248,20,904,17606.4,2025-01-13,2025,1,13
Hemal Din,"Lampur Border, Delhi - 110093",Dressing Table,Brown,Metal,Dressing Table,4,13,6429,4300,15,5591,9119.65,2023-01-29,2023,1,29
Vaishnavi Upadhyay,"Lampur Border, Delhi - 110087",Mandir,Blue,Plastic,Mandir,6,7,10533,984,5,8686,10941.15,2020-03-17,2020,3,17
Vivaan Bajwa,"Vasant Kunj, Delhi - 110038",Cooler,Red,Plastic,Cooler,7,19,32426,3129,20,4511,28444.0,2020-03-15,2020,3,15
Viraj Bahri,"Narela, Delhi - 110098",Mandir,Green,Iron,Mandir,8,28,41188,4753,15,7279,39049.85,2022-07-11,2022,7,11
Thomas Korpal,"Dwarka, Delhi - 110040",Bed - Double Bed,White,Glass,Bed,7,15,32531,4418,5,6037,35101.55,2021-10-10,2021,10,10
Charan Pingle,"Lajpat Nagar, Delhi - 110038",Mandir,Blue,Wood,Mandir,2,11,5003,4060,5,2123,8609.85,2022-08-26,2022,8,26
Kashvi Bajaj,"Rohini, Delhi - 110030",Sofa,Brown,Board,Sofa,9,17,6215,4541,5,7315,10218.2,2021-10-06,2021,10,6
Anay Bhagat,"Alipur, Delhi - 110039",Bed - Single Bed,Blue,Iron,Bed,2,19,18027,556,15,4694,15795.55,2024-01-12,2024,1,12
Vihaan Mital,"Janakpuri, Delhi - 110030",Cupboard,Yellow,Metal,Cupboard,8,11,35554,990,10,6388,32889.6,2020-09-06,2020,9,6
Isha Gole,"Alipur, Delhi - 110051",Chair,Red,Board,Chair,8,14,45937,1247,15,4104,40106.4,2022-03-13,2022,3,13
Hritik Balay,"Shalimar Bagh, Delhi - 110070",Cupboard,Yellow,Plastic,Cupboard,7,26,42363,1766,10,3315,39716.1,2021-01-19,2021,1,19
Ojasvi Dar,"Shalimar Bagh, Delhi - 110069",Dressing Table,Red,Glass,Dressing Table,9,18,7480,2958,15,3689,8872.3,2021-09-18,2021,9,18
Sathvik Modi,"Pranshant Vihar, Delhi - 110070",Sofa,Red,Iron,Sofa,5,10,13069,2301,15,9735,13064.5,2024-11-21,2024,11,21
Rishi Dayal,"Saket, Delhi - 110052",Mandir,Black,Metal,Mandir,1,21,43951,4113,15,3678,40854.4,2025-01-18,2025,1,18
Balendra Ravel,"Janakpuri, Delhi - 110021",Mattress,Yellow,Metal,Mattress,1,6,14929,1627,5,1910,15728.2,2022-06-16,2022,6,16
Nathaniel Raj,"Singhu Border, Delhi - 110003",Cooler,Yellow,Board,Cooler,6,15,40226,852,15,2383,34916.3,2024-01-29,2024,1,29
Ranveer Singhal,"Singhu Border, Delhi - 110033",Chair,Green,Iron,Chair,9,16,19954,4985,20,7178,19951.2,2020-07-26,2020,7,26
Benjamin Sule,"Vasant Kunj, Delhi - 110093",Chair,Red,Wood,Chair,3,4,19519,1342,10,6259,18774.9,2020-04-08,2020,4,8
Oliver Kapur,"Pranshant Vihar, Delhi - 110017",Dressing Table,White,Metal,Dressing Table,5,12,40546,4724,20,1482,36216.0,2023-04-24,2023,4,24
Anjali Prabhu,"Pitampura, Delhi - 110047",Mandir,Grey,Metal,Mandir,8,13,15802,2149,20,2509,14360.8,2024-05-24,2024,5,24
Triya Ram,"Dwarka, Delhi - 110095",Mattress,Yellow,Board,Mattress,10,21,27034,4921,5,2389,30357.25,2022-11-09,2022,11,9
Kabir Malhotra,"Pranshant Vihar, Delhi - 110015",Dressing Table,White,Plastic,Dressing Table,5,21,35393,3694,10,910,35178.3,2022-01-26,2022,1,26
Samuel Vora,"Lampur Border, Delhi - 110072",Chair,Brown,Glass,Chair,2,13,43576,3843,20,2677,37935.2,2020-11-30,2020,11,30
Aahana Sarma,"Dwarka, Delhi - 110086",Mattress,Yellow,Plastic,Mattress,10,20,11832,2268,5,662,13395.0,2021-03-28,2021,3,28
Lakshmi Pillai,"Singhu Border, Delhi - 110075",Mandir,White,Wood,Mandir,4,18,17254,3154,5,3078,19387.6,2020-02-27,2020,2,27
Ekansh Mander,"Lampur Border, Delhi - 110040",Dressing Table,Grey,Glass,Dressing Table,10,14,42268,2592,15,7574,38131.0,2023-07-23,2023,7,23
Mekhala Lall,"Dwarka, Delhi - 110064",Mandir,White,Wood,Mandir,7,17,47695,798,10,9693,43643.7,2020-02-28,2020,2,28
Fariq Kar,"Shalimar Bagh, Delhi - 110029",Mandir,Red,Iron,Mandir,4,17,10984,3239,10,3349,12800.7,2023-11-10,2023,11,10
Maanav Kannan,"Narela, Delhi - 110015",Dressing Table,Green,Board,Dressing Table,3,17,7564,893,5,4931,8034.15,2020-08-19,2020,8,19
Vaishnavi Balakrishnan,"Janakpuri, Delhi - 110092",Cooler,White,Glass,Cooler,3,22,13285,4981,15,2602,15526.1,2024-05-17,2024,5,17
Qadim Rau,"Narela, Delhi - 110036",Chair,Blue,Wood,Chair,8,19,6300,538,5,3861,6496.1,2024-09-04,2024,9,4
Bhavika Shukla,"Saket, Delhi - 110005",Dressing Table,Brown,Plastic,Dressing Table,9,25,22980,3679,20,1575,21327.2,2024-02-02,2024,2,2
Yashawini Mishra,"Holambi, Delhi - 110050",Chair,Green,Plastic,Chair,5,18,26464,1628,5,5678,26687.4,2021-04-07,2021,4,7
Balhaar Srivastava,"Karol Bagh, Delhi - 110016",Cooler,Brown,Metal,Cooler,2,7,37194,2246,15,6878,33524.0,2024-11-28,2024,11,28
Tejas Bawa,"Vasant Kunj, Delhi - 110081",Sofa,Green,Iron,Sofa,2,6,44191,3025,15,8839,40133.6,2022-11-11,2022,11,11
Zashil Soman,"Dwarka, Delhi - 110022",Bed - Double Bed,White,Board,Bed,1,14,18294,4986,20,7783,18624.0,2024-11-02,2024,11,2
Bachittar Dhaliwal,"Lajpat Nagar, Delhi - 110064",Cupboard,Blue,Metal,Cupboard,1,7,5050,3776,5,4099,8384.7,2024-10-20,2024,10,20
Saanvi Kapadia,"Rohini, Delhi - 110032",Bed - Single Bed,Grey,Glass,Bed,4,14,17357,2489,5,4591,18853.7,2022-09-12,2022,9,12
Irya Buch,"Saket, Delhi - 110039",Sofa,Grey,Glass,Sofa,6,18,20340,3063,5,2906,22232.85,2022-08-03,2022,8,3
Xiti Kapadia,"Saket, Delhi - 110073",Mandir,White,Plastic,Mandir,4,22,35772,1719,15,3725,31867.35,2023-06-17,2023,6,17
Amol Chhabra,"Lajpat Nagar, Delhi - 110084",Mattress,Yellow,Board,Mattress,10,29,31112,827,10,3998,28745.1,2021-11-14,2021,11,14
Wyatt Jain,"Holambi, Delhi - 110026",Cooler,Blue,Iron,Cooler,9,17,34960,3548,20,4066,30806.4,2020-09-07,2020,9,7
Varenya Borde,"Rohini, Delhi - 110026",Chair,Black,Wood,Chair,6,15,9469,3118,5,1544,11957.65,2021-09-10,2021,9,10
Ojas Choudhry,"Lajpat Nagar, Delhi - 110002",Dressing Table,Red,Wood,Dressing Table,3,11,26878,2324,10,4944,26281.8,2021-08-06,2021,8,6
Ekaja Agarwal,"Dwarka, Delhi - 110042",Chair,Green,Glass,Chair,5,6,38939,2621,10,2372,37404.0,2024-06-10,2024,6,10
Aayush Sani,"Holambi, Delhi - 110022",Bed - Double Bed,Brown,Metal,Bed,2,22,6097,3059,15,1704,7782.6,2023-07-01,2023,7,1
Gavin Varkey,"Janakpuri, Delhi - 110082",Cooler,White,Plastic,Cooler,6,23,37640,575,10,584,34393.5,2020-07-28,2020,7,28
Omkaar Kamdar,"Pitampura, Delhi - 110061",Chair,Red,Plastic,Chair,10,29,10854,3182,20,9799,11228.8,2023-08-13,2023,8,13
Janya Sha,"Holambi, Delhi - 110020",Cooler,Blue,Glass,Cooler,4,7,33251,2909,20,9542,28928.0,2021-07-28,2021,7,28
Vrishti Garde,"Karol Bagh, Delhi - 110090",Mandir,Brown,Plastic,Mandir,6,21,30130,1106,15,7542,26550.6,2022-02-25,2022,2,25
Bhavna Sane,"Pitampura, Delhi - 110085",Mattress,Grey,Plastic,Mattress,10,15,31010,3758,10,1915,31291.2,2020-07-23,2020,7,23
Ucchal Bawa,"Alipur, Delhi - 110056",Chair,Blue,Glass,Chair,3,22,24962,2428,20,4386,21912.0,2024-02-02,2024,2,2
Liam Khosla,"Shalimar Bagh, Delhi - 110004",Cooler,Black,Plastic,Cooler,5,11,38782,4356,5,1366,40981.1,2023-08-26,2023,8,26
Lajita Dey,"Lampur Border, Delhi - 110049",Cupboard,Grey,Metal,Cupboard,4,9,46954,4714,15,6460,43917.8,2023-10-29,2023,10,29
Ishita Ram,"Janakpuri, Delhi - 110029",Mandir,Brown,Wood,Mandir,7,16,36697,4112,15,1252,34687.65,2024-04-17,2024,4,17
Mahika Tara,"Karol Bagh, Delhi - 110060",Cooler,Green,Plastic,Cooler,6,12,44322,3510,20,2644,38265.6,2024-01-02,2024,1,2
Aadi Raj,"Holambi, Delhi - 110071",Cupboard,Green,Board,Cupboard,9,27,26897,4536,15,9724,26718.05,2020-11-08,2020,11,8
Ubika Vohra,"Shalimar Bagh, Delhi - 110091",Bed - Double Bed,Black,Glass,Bed,1,14,47847,3120,5,1366,48418.65,2022-10-25,2022,10,25
Max Sheth,"Shalimar Bagh, Delhi - 110065",Sofa,Black,Glass,Sofa,5,22,13257,4646,10,4065,16112.7,2021-05-20,2021,5,20
Rushil Ramaswamy,"Karol Bagh, Delhi - 110006",Cupboard,Yellow,Glass,Cupboard,1,6,16657,3128,10,5501,17806.5,2024-06-19,2024,6,19
Nitara Loke,"Narela, Delhi - 110044",Bed - Double Bed,Blue,Board,Bed,1,17,46229,4639,15,5101,43237.8,2021-09-08,2021,9,8
Maya Iyer,"Rohini, Delhi - 110018",Chair,Brown,Board,Chair,9,11,46784,4355,20,3081,40911.2,2020-07-18,2020,7,18
Sanaya Lalla,"Saket, Delhi - 110049",Bed - Single Bed,Grey,Iron,Bed,5,21,9884,730,10,3638,9552.6,2023-11-01,2023,11,1
Wakeeta Mangat,"Saket, Delhi - 110003",Cupboard,Grey,Metal,Cupboard,5,15,38625,943,10,2087,35611.2,2023-06-07,2023,6,7
Saanvi Basak,"Dwarka, Delhi - 110031",Cupboard,Green,Glass,Cupboard,1,10,10794,3734,5,6183,13801.6,2024-07-08,2024,7,8
Ayaan Shukla,"Shalimar Bagh, Delhi - 110001",Cupboard,Blue,Wood,Cupboard,2,19,47395,2093,5,2022,47013.6,2022-12-01,2022,12,1
Samuel Mall,"Narela, Delhi - 110090",Mandir,Blue,Wood,Mandir,10,27,22772,4632,15,3261,23293.4,2023-12-24,2023,12,24
Upkaar Mane,"Pranshant Vihar, Delhi - 110039",Cupboard,Black,Board,Cupboard,9,17,35196,785,10,5131,32382.9,2021-06-11,2021,6,11
Laksh Walla,"Holambi, Delhi - 110077",Sofa,Grey,Glass,Sofa,7,8,26045,3746,5,7304,28301.45,2023-10-26,2023,10,26
Samarth Lanka,"Pranshant Vihar, Delhi - 110084",Chair,Blue,Glass,Chair,5,25,27146,1027,15,3050,23947.05,2021-08-20,2021,8,20
Onkar Sheth,"Lajpat Nagar, Delhi - 110087",Cupboard,Green,Board,Cupboard,3,10,14075,4609,5,4322,17749.8,2020-11-02,2020,11,2
Bhanumati Deshmukh,"Dwarka, Delhi - 110041",Mattress,Green,Glass,Mattress,5,25,44809,2120,10,1174,42236.1,2021-05-12,2021,5,12
Anthony Sami,"Pranshant Vihar, Delhi - 110022",Chair,White,Board,Chair,5,17,8339,2820,5,3613,10601.05,2021-05-03,2021,5,3
Om Ramachandran,"Rohini, Delhi - 110063",Chair,Brown,Board,Chair,6,12,20765,3340,15,6136,20489.25,2020-01-29,2020,1,29
Zayan Bhagat,"Shalimar Bagh, Delhi - 110087",Cooler,Blue,Wood,Cooler,4,19,10088,1167,15,9949,9566.75,2024-09-22,2024,9,22
Pavani Sant,"Karol Bagh, Delhi - 110090",Cooler,Blue,Board,Cooler,10,15,25884,2356,15,3748,24004.0,2021-10-01,2021,10,1
Harini Master,"Narela, Delhi - 110067",Dressing Table,Brown,Board,Dressing Table,10,24,36530,2528,10,8077,35152.2,2020-10-27,2020,10,27
Onkar Chandran,"Dwarka, Delhi - 110029",Mattress,White,Board,Mattress,1,17,27692,1373,20,4467,23252.0,2022-10-21,2022,10,21
Vinaya Comar,"Lampur Border, Delhi - 110098",Mandir,Blue,Iron,Mandir,8,24,45471,3538,20,780,39207.2,2021-04-04,2021,4,4
Jason Nagarajan,"Pranshant Vihar, Delhi - 110057",Cupboard,Brown,Metal,Cupboard,8,26,7238,1596,5,5273,8392.3,2024-09-12,2024,9,12
Gauri Shroff,"Lampur Border, Delhi - 110059",Mandir,Yellow,Wood,Mandir,4,8,14157,2030,10,5332,14568.3,2023-09-09,2023,9,9
Udarsh Batra,"Holambi, Delhi - 110056",Sofa,Black,Wood,Sofa,4,23,29078,2771,20,4828,25479.2,2023-07-30,2023,7,30
Panini Aggarwal,"Rohini, Delhi - 110087",Sofa,White,Plastic,Sofa,5,6,42175,4273,10,4690,41803.2,2020-05-01,2020,5,1
Forum Vohra,"Janakpuri, Delhi - 110007",Mattress,Yellow,Wood,Mattress,8,23,21029,1180,20,9910,17767.2,2020-10-11,2020,10,11
Ishwar Kale,"Lajpat Nagar, Delhi - 110059",Cupboard,Green,Glass,Cupboard,9,18,47188,2155,10,4339,44408.7,2024-02-26,2024,2,26
Raghav Apte,"Holambi, Delhi - 110017",Bed - Double Bed,Yellow,Metal,Bed,9,19,26670,2458,5,8067,27671.6,2023-01-20,2023,1,20
Aishani Chowdhury,"Dwarka, Delhi - 110045",Chair,Black,Wood,Chair,5,21,47719,4876,5,1121,49965.25,2024-12-07,2024,12,7
Tara Narayan,"Saket, Delhi - 110012",Mattress,Grey,Metal,Mattress,3,21,21350,3391,20,5565,19792.8,2021-05-03,2021,5,3
Adweta Parsa,"Singhu Border, Delhi - 110098",Chair,Grey,Plastic,Chair,2,11,37940,942,5,9494,36937.9,2023-05-15,2023,5,15
Simon Tank,"Karol Bagh, Delhi - 110066",Cooler,Brown,Wood,Cooler,8,16,16745,2672,5,3055,18446.15,2023-06-10,2023,6,10
Fitan Lad,"Karol Bagh, Delhi - 110086",Dressing Table,Brown,Glass,Dressing Table,3,20,29735,3219,20,4850,26363.2,2021-10-05,2021,10,5
Lohit Kar,"Janakpuri, Delhi - 110054",Bed - Single Bed,Black,Plastic,Bed,6,20,47034,762,15,1269,40626.6,2021-09-08,2021,9,8
Rajeshri Nagarajan,"Lajpat Nagar, Delhi - 110050",Cooler,White,Wood,Cooler,8,27,28246,2845,5,8264,29536.45,2022-01-19,2022,1,19
Girik Nayar,"Narela, Delhi - 110097",Dressing Table,Brown,Plastic,Dressing Table,6,11,43324,1988,15,9538,38515.2,2024-08-31,2024,8,31
Faris Chawla,"Pitampura, Delhi - 110022",Chair,Yellow,Metal,Chair,8,17,28159,2748,5,8754,29361.65,2022-05-11,2022,5,11
Reva Samra,"Lajpat Nagar, Delhi - 110093",Mattress,Black,Glass,Mattress,3,10,27038,4057,15,9101,26430.75,2020-07-17,2020,7,17
Hiral Sidhu,"Dwarka, Delhi - 110005",Mandir,White,Wood,Mandir,7,19,35311,895,20,1458,28964.8,2021-12-20,2021,12,20
Yash Kanda,"Rohini, Delhi - 110094",Bed - Single Bed,Red,Iron,Bed,8,28,49932,2636,20,9734,42054.4,2024-12-14,2024,12,14
Ishani Sangha,"Pitampura, Delhi - 110097",Cooler,White,Board,Cooler,3,14,38593,1624,20,9532,32173.6,2024-11-03,2024,11,3
Lavanya Mody,"Alipur, Delhi - 110031",Dressing Table,Grey,Plastic,Dressing Table,3,14,18409,4357,15,8223,19351.1,2020-01-20,2020,1,20
Anjali Krishnamurthy,"Singhu Border, Delhi - 110021",Dressing Table,Grey,Board,Dressing Table,7,14,6608,1826,15,8737,7168.9,2021-07-02,2021,7,2
Liam Keer,"Lajpat Nagar, Delhi - 110081",Mandir,Grey,Wood,Mandir,6,8,24779,3302,15,3404,23868.85,2023-11-07,2023,11,7
Ansh Varghese,"Lajpat Nagar, Delhi - 110025",Sofa,Black,Wood,Sofa,10,12,11379,4646,15,3373,13621.25,2022-03-11,2022,3,11
Shivani Dey,"Saket, Delhi - 110091",Cupboard,Yellow,Plastic,Cupboard,3,17,32499,2167,20,5713,27732.8,2024-02-19,2024,2,19
Neel Borah,"Alipur, Delhi - 110002",Mandir,Red,Plastic,Mandir,2,17,23029,4059,10,8981,24379.2,2023-09-30,2023,9,30
Meghana Krish,"Pitampura, Delhi - 110089",Dressing Table,White,Metal,Dressing Table,1,3,41123,990,10,6410,37901.7,2023-02-13,2023,2,13
Aarna Padmanabhan,"Pranshant Vihar, Delhi - 110071",Mattress,White,Board,Mattress,2,16,13089,625,5,9780,13028.3,2021-07-19,2021,7,19
Arjun Prakash,"Shalimar Bagh, Delhi - 110095",Cupboard,Blue,Metal,Cupboard,1,14,32847,2002,15,6417,29621.65,2021-07-22,2021,7,22
Watika Ramesh,"Dwarka, Delhi - 110077",Mandir,Green,Board,Mandir,1,15,14602,2148,5,2769,15912.5,2022-05-31,2022,5,31
Atharv Srinivasan,"Pitampura, Delhi - 110098",Mandir,Black,Metal,Mandir,9,25,17644,3036,5,729,19646.0,2024-02-22,2024,2,22
Anamika Dave,"Lampur Border, Delhi - 110013",Bed - Double Bed,Blue,Wood,Bed,6,22,29383,4371,10,5005,30378.6,2024-06-12,2024,6,12
Vasana Ranganathan,"Karol Bagh, Delhi - 110075",Cupboard,Grey,Metal,Cupboard,1,18,23679,2998,5,6613,25343.15,2023-09-06,2023,9,6
Yuvraj Bajwa,"Pranshant Vihar, Delhi - 110041",Mandir,Grey,Board,Mandir,1,7,17495,1502,10,1852,17097.3,2020-11-13,2020,11,13
David Badami,"Saket, Delhi - 110068",Sofa,Yellow,Iron,Sofa,5,15,27067,1133,20,4422,22560.0,2021-03-21,2021,3,21
Brijesh Kaul,"Holambi, Delhi - 110013",Cooler,Blue,Board,Cooler,1,18,42113,3390,10,2136,40952.7,2021-01-04,2021,1,4
Aarna Modi,"Vasant Kunj, Delhi - 110065",Mattress,Green,Glass,Mattress,9,29,6576,3894,20,3191,8376.0,2024-05-18,2024,5,18
Xavier Bala,"Pitampura, Delhi - 110072",Chair,Blue,Plastic,Chair,10,17,32278,3360,5,6930,33856.1,2024-05-05,2024,5,5
Sanaya Devi,"Alipur, Delhi - 110079",Dressing Table,Black,Metal,Dressing Table,6,20,44135,1502,20,5856,36509.6,2022-07-07,2022,7,7
Zaid Contractor,"Saket, Delhi - 110082",Chair,Black,Metal,Chair,6,10,19456,4065,15,7341,19992.85,2020-09-13,2020,9,13
Ekalinga Mand,"Janakpuri, Delhi - 110053",Dressing Table,Brown,Glass,Dressing Table,10,29,15083,3286,5,9068,17450.55,2023-07-31,2023,7,31
Aarnav Vohra,"Janakpuri, Delhi - 110032",Cupboard,Blue,Plastic,Cupboard,7,21,17889,2387,15,9585,17234.6,2021-10-29,2021,10,29
Azad Walia,"Rohini, Delhi - 110082",Chair,White,Board,Chair,5,9,13837,2198,20,8246,12828.0,2023-03-23,2023,3,23
Onveer Sehgal,"Lampur Border, Delhi - 110084",Chair,Black,Plastic,Chair,5,7,12809,1765,5,8647,13845.3,2023-07-06,2023,7,6
Panini Chacko,"Saket, Delhi - 110010",Cooler,Brown,Wood,Cooler,1,15,49190,4513,5,8177,51017.85,2022-02-11,2022,2,11
Samuel Balay,"Singhu Border, Delhi - 110099",Mandir,Grey,Iron,Mandir,5,8,11495,2632,10,618,12714.3,2021-08-16,2021,8,16
Neel Batra,"Lajpat Nagar, Delhi - 110057",Cupboard,Grey,Board,Cupboard,6,8,14156,676,5,2230,14090.4,2020-12-10,2020,12,10
Omya Brar,"Janakpuri, Delhi - 110063",Sofa,Green,Metal,Sofa,2,9,42472,4726,5,6289,44838.1,2021-07-26,2021,7,26
Raghav Rana,"Singhu Border, Delhi - 110092",Mattress,Brown,Board,Mattress,5,8,9262,2977,20,9150,9791.2,2024-08-06,2024,8,6
Harita Kata,"Vasant Kunj, Delhi - 110085",Mandir,Red,Metal,Mandir,2,6,41686,502,10,5339,37969.2,2022-09-27,2022,9,27
Dhruv Kade,"Janakpuri, Delhi - 110070",Dressing Table,Black,Board,Dressing Table,7,10,24537,937,20,6440,20379.2,2024-05-14,2024,5,14
Yashawini Sathe,"Singhu Border, Delhi - 110003",Cupboard,Brown,Board,Cupboard,10,19,18789,650,10,1673,17495.1,2022-09-28,2022,9,28
Yashawini Chatterjee,"Dwarka, Delhi - 110028",Cupboard,Blue,Plastic,Cupboard,8,28,49057,2119,15,860,43499.6,2021-06-13,2021,6,13
Bhavini Walla,"Janakpuri, Delhi - 110092",Cooler,Brown,Glass,Cooler,6,17,18714,2742,5,1776,20383.2,2024-11-29,2024,11,29
Oviya Narayanan,"Pranshant Vihar, Delhi - 110073",Mattress,Grey,Metal,Mattress,6,15,8847,1828,20,1423,8540.0,2024-03-18,2024,3,18
Mitali Bobal,"Saket, Delhi - 110040",Sofa,Blue,Metal,Sofa,10,21,21678,1023,15,4111,19295.85,2020-02-20,2020,2,20
Warhi Chowdhury,"Shalimar Bagh, Delhi - 110056",Dressing Table,Green,Glass,Dressing Table,4,15,26856,2405,20,9248,23408.8,2021-02-17,2021,2,17
Matthew Bhat,"Pranshant Vihar, Delhi - 110092",Bed - Double Bed,Black,Glass,Bed,7,8,12366,4547,10,1956,15221.7,2020-12-29,2020,12,29
Ryan Agarwal,"Pitampura, Delhi - 110016",Sofa,Brown,Board,Sofa,5,8,16127,2973,20,2156,15280.0,2024-12-01,2024,12,1
Jason Sama,"Holambi, Delhi - 110080",Sofa,Red,Iron,Sofa,8,12,7443,1766,5,9445,8748.55,2024-11-01,2024,11,1
Gautam Shanker,"Alipur, Delhi - 110039",Chair,Red,Plastic,Chair,10,22,13238,4293,10,2294,15777.9,2021-06-05,2021,6,5
Hamsini Mammen,"Narela, Delhi - 110040",Cupboard,Green,Board,Cupboard,3,17,41559,1225,20,4600,34227.2,2023-05-23,2023,5,23
Panini Mann,"Pranshant Vihar, Delhi - 110011",Sofa,Red,Glass,Sofa,2,22,32554,2613,15,4408,29891.95,2024-02-13,2024,2,13
Ekantika Pau,"Lampur Border, Delhi - 110065",Chair,White,Wood,Chair,3,21,42459,2576,20,8367,36028.0,2023-01-11,2023,1,11
Balhaar Sodhi,"Dwarka, Delhi - 110017",Dressing Table,Red,Glass,Dressing Table,6,7,10192,995,5,8646,10627.65,2023-02-11,2023,2,11
Vasudha Sundaram,"Lajpat Nagar, Delhi - 110028",Cupboard,Green,Board,Cupboard,8,13,12230,1719,5,5763,13251.55,2020-12-04,2020,12,4
Diya Naidu,"Saket, Delhi - 110008",Chair,Blue,Glass,Chair,3,13,15401,1613,5,8007,16163.3,2021-08-22,2021,8,22
Thomas Halder,"Holambi, Delhi - 110074",Mattress,Yellow,Metal,Mattress,2,13,18392,1647,10,8806,18035.1,2023-11-24,2023,11,24
Anvi Bhalla,"Rohini, Delhi - 110004",Dressing Table,Brown,Plastic,Dressing Table,6,17,30960,2927,5,7108,32192.65,2020-11-12,2020,11,12
Chandran Sibal,"Lajpat Nagar, Delhi - 110036",Bed - Double Bed,Red,Board,Bed,1,19,38855,4327,5,7059,41022.9,2020-09-28,2020,9,28
Dhriti Kaur,"Vasant Kunj, Delhi - 110029",Chair,Black,Iron,Chair,7,12,32011,4956,10,9857,33270.3,2023-04-29,2023,4,29
Patrick Sagar,"Pranshant Vihar, Delhi - 110025",Cupboard,Green,Wood,Cupboard,1,9,45457,4191,5,2331,47165.6,2023-05-30,2023,5,30
Gaurika Wable,"Lampur Border, Delhi - 110077",Sofa,White,Iron,Sofa,7,18,28048,3379,10,2480,28284.3,2024-02-24,2024,2,24
Meera Nayak,"Alipur, Delhi - 110036",Bed - Double Bed,Grey,Wood,Bed,1,14,7365,2010,5,8644,8906.25,2022-09-15,2022,9,15
Raghav Dalal,"Narela, Delhi - 110087",Bed - Double Bed,White,Plastic,Bed,7,10,26048,1015,10,748,24356.7,2021-08-06,2021,8,6
Yachana Ramakrishnan,"Dwarka, Delhi - 110034",Mattress,Grey,Plastic,Mattress,5,21,29216,3340,20,2412,26044.8,2023-05-13,2023,5,13
Advay Kakar,"Pitampura, Delhi - 110099",Cooler,White,Glass,Cooler,9,12,39914,1581,5,6303,39420.25,2022-07-21,2022,7,21
Anjali Sarna,"Rohini, Delhi - 110036",Mandir,Green,Glass,Mandir,4,22,21986,1221,15,921,19725.95,2020-02-17,2020,2,17
Ladli Dhingra,"Saket, Delhi - 110087",Chair,Blue,Wood,Chair,3,15,24209,1492,15,4493,21845.85,2020-06-08,2020,6,8
Owen Som,"Pranshant Vihar, Delhi - 110093",Cupboard,Green,Wood,Cupboard,8,14,47218,3559,20,7574,40621.6,2022-04-13,2022,4,13
Nimrat Palan,"Rohini, Delhi - 110051",Sofa,Yellow,Wood,Sofa,9,16,22821,2060,5,5867,23636.95,2020-08-08,2020,8,8
Champak Roy,"Saket, Delhi - 110040",Cooler,Red,Board,Cooler,7,25,46478,1801,15,3746,41037.15,2023-03-13,2023,3,13
Harish Sharaf,"Janakpuri, Delhi - 110059",Mandir,Red,Wood,Mandir,8,10,26212,1309,10,7454,24768.9,2024-06-11,2024,6,11
Yatan Kala,"Vasant Kunj, Delhi - 110020",Sofa,Green,Metal,Sofa,10,17,14897,4378,15,5044,16383.75,2021-08-16,2021,8,16
Agastya Kala,"Holambi, Delhi - 110053",Bed - Double Bed,Blue,Plastic,Bed,10,15,49507,3382,15,7128,44955.65,2021-11-13,2021,11,13
